x1,x2,y,predicted_y
0.0,5.0,14.890311848618705,15.977257056532641
0.5882352941176471,5.588235294117647,21.7771128711795,18.90736614924023
1.1764705882352942,6.176470588235294,20.07958381877664,21.837475241947818
1.7647058823529411,6.764705882352941,25.014811240980197,24.767584334655407
2.3529411764705883,7.352941176470589,27.617647687549102,27.697693427362992
2.9411764705882355,7.9411764705882355,31.1130341097986,30.62780252007058
3.5294117647058822,8.529411764705882,34.30548930791966,33.55791161277817
4.11764705882353,9.117647058823529,37.01183980287974,36.48802070548576
4.705882352941177,9.705882352941178,39.28208387994551,39.41812979819335
5.294117647058823,10.294117647058822,40.200749993650284,42.34823889090093
5.882352941176471,10.882352941176471,45.83251867195353,45.27834798360852
6.470588235294118,11.470588235294118,49.79265395200335,48.20845707631611
7.0588235294117645,12.058823529411764,51.078916875891025,51.1385661690237
7.647058823529412,12.647058823529413,54.91162593111441,54.068675261731286
8.23529411764706,13.23529411764706,55.6310654644416,56.998784354438875
8.823529411764707,13.823529411764707,59.082868127309276,59.928893447146464
9.411764705882353,14.411764705882353,64.98008726279413,62.859002539854046
10.0,15.0,64.7107593649206,65.78911163256163
10.588235294117647,15.588235294117647,69.03741412196821,68.71922072526922
11.176470588235295,16.176470588235297,70.97869401011984,71.64932981797682
11.764705882352942,16.764705882352942,73.24634711366237,74.5794389106844
12.352941176470589,17.352941176470587,78.05908201950172,77.50954800339198
12.941176470588236,17.941176470588236,79.01546266995302,80.43965709609957
13.529411764705882,18.529411764705884,83.64621271083861,83.36976618880716
14.117647058823529,19.11764705882353,86.47443700606907,86.29987528151474
14.705882352941178,19.705882352941178,88.53085149407312,89.22998437422234
15.294117647058824,20.294117647058826,90.75699401309174,92.16009346692994
15.882352941176471,20.88235294117647,95.9662192224083,95.0902025596375
16.47058823529412,21.47058823529412,97.17984552364277,98.0203116523451
17.058823529411764,22.058823529411764,101.56434746316856,100.95042074505268
17.647058823529413,22.647058823529413,103.54399977987028,103.88052983776028
18.235294117647058,23.235294117647058,105.82372271362158,106.81063893046786
18.823529411764707,23.823529411764707,110.96321089227497,109.74074802317546
19.411764705882355,24.411764705882355,115.45921433900119,112.67085711588304
20.0,25.0,115.05969183466533,115.60096620859062
